task_identifier,task_app,task_app_CHN,adb_home_page,functional_point,difficulty_level,golden_steps,goal,key_nodes
seeyou_7,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,记录,hard,10,在美柚里面添加计划“下周一要早起”,"{""xpath"": [''' //*[contains(@text, ""添加计划"") and contains(@resource-id, ""id/planned_item_title_tv"")] and //*[contains(@text, ""早起"") and contains(@resource-id, ""id/planned_item_et"")] and //*[contains(@text, ""完成"") and bbox_contains_point(@bounds,$point) ]''']}"
seeyou_8,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,记录,medium,5,帮我查看美柚的经期分析,"{""xpath"": ['''//*[contains(@text, ""分析"") ] and //*[contains(@text, ""经期健康度"") ] ''']}"
seeyou_9,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,记录,easy,4,帮我在美柚上开启备孕模式,"{""xpath"": ['''//*[contains(@text, ""开启备孕模式"")   and bbox_contains_point(@bounds,$point) ] ''']}###{""xpath"": [''' //*[contains(@text, ""备孕模式"") and ( following-sibling::*[@text=""当前""])]  ''' ]}"
seeyou_10,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,消息,easy,3,在美柚上查看我的消息界面,"{""xpath"": ['''//*[contains(@text, ""消息"") and contains(@resource-id, ""id/baselayout_tv_title"")] ''']}"
seeyou_11,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,我的,hard,10,帮我在美柚问医生里上问一下医生经期腹痛应该怎么缓解？,"{""xpath"": ['''//*[contains(@text, ""经期"") and contains(@text, ""腹痛"") and preceding-sibling::*[contains(@resource-id, ""填写症状描述、持续时间"")] ] and //*[contains(@content-desc, ""发送"")  and bbox_contains_point(@bounds,$point) ]  ''']}"
seeyou_12,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,我的,medium,5,打开美柚上的柚子街,"{""xpath"": [  ''' //*[contains(@text, ""柚子街"") and  bbox_contains_point(../../@bounds,$point)] ''' ]} "
seeyou_13,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,我的,medium,6,帮我查看美柚健康养生馆的最新发帖,"{""xpath"": [ '''//*[contains(@text, ""健康养生馆"") and contains(@resource-id, ""id/tv_name"")] and //*[contains(@text, ""最新发帖"")  and bbox_contains_point(@bounds,$point) ] ''' ]}"
seeyou_14,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,我的,medium,6,在美柚上打开我的任务中心,"{""xpath"": ['''//*[contains(@text, ""任务中心"") ] and //*[contains(@text, ""我的奖品"") ] and //*[contains(@text, ""当前等级"") ] ''']}"
seeyou_15,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,我的,medium,6,在美柚上打开我的挂件墙,"{""xpath"": ['''//*[contains(@text, ""挂件墙"") ] and //*[contains(@text, ""恢复默认"") ]  ''']}"
seeyou_16,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,我的,medium,6,在美柚打开“娱乐大爆炸”圈子,"{""xpath"": [ '''//*[contains(@text, ""娱乐大爆炸"") and contains(@resource-id, ""id/tv_name"")]  ''' ]}"
seeyou_17,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,我的,medium,5,查看美柚里我的订单,"{""xpath"": [ '''//*[contains(@text, ""订单"") and contains(@resource-id, ""id/web_tv_title"")]  ''' ]}###{""xpath"": [  ''' //*[contains(@text, ""订单"") and   bbox_contains_point(../../@bounds,$point)] ''' ]}"
seeyou_18,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,我的,medium,5,看一下美柚上我的金豆有多少,"{""xpath"": ['''//*[contains(@text, ""金豆"") ] and //*[contains(@text, ""现金"") ] and //*[contains(@text, ""钱包"")]  ''']}###{""xpath"": [  ''' //*[contains(@text, ""钱包"") and   bbox_contains_point(../../@bounds,$point)] ''' ]}"
seeyou_19,seeyou,美柚,com.lingan.seeyou/.ui.activity.main.SeeyouActivity,我的,hard,7,在美柚中设置不使用美柚专属字体,"{""xpath"": ['''//*[contains(@text, ""字体变更将在重启后生效"") ] ''']}###{""xpath"": ['''//*[contains(@text, ""使用美柚专属字体"") ] ''']}"
