task_identifier,task_app,apk,task_app_CHN,adb_home_page,goal,functional_point,difficulty_level,golden_steps,key_nodes
lottery_3,lottery,lottery_3.6.6.apk,中国体育彩票,cn.gov.lottery/com.host.ui.InitActivity,用中国体育彩票查一下我的验奖记录,我的,easy,4,"{""xpath"": ['''//*[@text=""我的验奖记录"" and parent::*[contains(@resource-id, ""ll_middle"")] ]''']}"
lottery_4,lottery,lottery_3.6.6.apk,中国体育彩票,cn.gov.lottery/com.host.ui.InitActivity,用中国体育彩票查询一下附近门店,附近,easy,4,"{""xpath"": ['''//*[@text=""附近门店"" and parent::*[contains(@resource-id, ""ll_middle"")] ]''']}"
miaomiao_0,miaomiao,miaomiao_4.1.7.apk,喵喵记账,com.youqi.miaomiao/com.lanniser.kittykeeping.ui.activity.SplashActivity,在喵喵记账中将记账提醒打开,设置,hard,7,"{""xpath"": ['''//*[@checkable=""true"" and @checked=""true"" and (preceding-sibling::*[contains(@text, ""记账提醒"")])]''']}"
miaomiao_1,miaomiao,miaomiao_4.1.7.apk,喵喵记账,com.youqi.miaomiao/com.lanniser.kittykeeping.ui.activity.SplashActivity,关闭喵喵记账的音效、背景音乐,设置,hard,7,"{""xpath"": ['''//*[contains(@resource-id, ""id/switch_effect"") and @checkable=""true"" and @checked=""false"" and (preceding-sibling::*[contains(@text, ""音效"")])] and //*[contains(@resource-id, ""id/switch_effect"") and @checkable=""true"" and @checked=""false"" and (preceding-sibling::*[contains(@text, ""背景音乐"")])] ''']}"
miaomiao_2,miaomiao,miaomiao_4.1.7.apk,喵喵记账,com.youqi.miaomiao/com.lanniser.kittykeeping.ui.activity.SplashActivity,在喵喵记账里查看汇率转换,频道,medium,5,"{""xpath"": ['''//*[contains(@resource-id, ""id/rl_item"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""汇率转换"") and contains(@resource-id, ""id/itemTv"") ])] ''']}"
miaomiao_3,miaomiao,miaomiao_4.1.7.apk,喵喵记账,com.youqi.miaomiao/com.lanniser.kittykeeping.ui.activity.SplashActivity,我想查看喵喵记账中的猫咪图鉴,我的,medium,6,"{""xpath"": ['''//*[@checkable=""true"" and @checked=""true"" and  contains(@text, ""猫咪图鉴"") ]''']}"
miaomiao_4,miaomiao,miaomiao_4.1.7.apk,喵喵记账,com.youqi.miaomiao/com.lanniser.kittykeeping.ui.activity.SplashActivity,查看喵喵记账中2月份的支出占比概况,我的,medium,6,"{""xpath"": [ '''//*[contains(@text, ""支出占比概况"") and contains(@class, ""TextView"")]  and //*[contains(@text, ""的收支概况"") and contains(@resource-id, ""id/tvSelectedRangeDesc"")] ''']}###{""xpath"": [ '''//*[contains(@text, ""2月"") and contains(@class, ""TextView"")]  and //*[contains(@text, ""的收支概况"") and contains(@resource-id, ""id/tvSelectedRangeDesc"")] ''']}"
lifecircle_0,lifecircle,lifecircle_2.75.1.apk,平安好生活,com.pingan.lifecircle/.home.SplashActivity,在平安好生活中观看职场人健康的一个课程的视频,搜索,hard,7,"{""xpath"": ['''//*[contains(@text, ""职场人健康"") and @selected=""true""] and //*[contains(@resource-id, ""circle_list_rv"")  and bbox_contains_point(@bounds,$point)]''']}"
lifecircle_1,lifecircle,lifecircle_2.75.1.apk,平安好生活,com.pingan.lifecircle/.home.SplashActivity,查一下平安好生活中财产的热销保险,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""财产"") ] and //*[contains(@text, ""自住房屋"")  ] ''']}"
lifecircle_2,lifecircle,lifecircle_2.75.1.apk,平安好生活,com.pingan.lifecircle/.home.SplashActivity,查一下平安好生活里有哪些宠物医疗险,搜索,medium,4,"{""xpath"": ['''//*[contains(@class, ""ViewGroup"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""宠物医疗"")])]''' ]}"
lifecircle_3,lifecircle,lifecircle_2.75.1.apk,平安好生活,com.pingan.lifecircle/.home.SplashActivity,在平安好生活中优惠购药,频道,easy,4,"{""xpath"": ['''//*[contains(@class, ""view.View"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""优惠购药"")])]''' ]}"
lifecircle_4,lifecircle,lifecircle_2.75.1.apk,平安好生活,com.pingan.lifecircle/.home.SplashActivity,在平安好生活中进行在线问诊,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""在线问诊"") ] and //*[contains(@text, ""找医生"")] and //*[contains(@text, ""按疾病"")] and //*[contains(@text, ""按科室"")  ] ''']}"
cailianshe_0,cailianshe,cailianshe_8.6.2.apk,财联社,com.lanjinger.choiassociatedpress/.main.LaunchActivity,在财联社中查看我的钱包,我的,easy,4,"{""xpath"": ['''//*[contains(@text, ""我的钱包"") and contains(@resource-id, ""id/my_money_tv"") and bbox_contains_point(@bounds,$point) ]''']}"
cailianshe_1,cailianshe,cailianshe_8.6.2.apk,财联社,com.lanjinger.choiassociatedpress/.main.LaunchActivity,帮我播报财联社中的最新电报,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""电报"")] and //*[contains(@resource-id, ""iv_tele_play"") and bbox_contains_point(@bounds,$point) ]''']}"
cailianshe_2,cailianshe,cailianshe_8.6.2.apk,财联社,com.lanjinger.choiassociatedpress/.main.LaunchActivity,帮我在财联社中查看北交所的跌幅榜,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""跌幅榜"") and @selected=""true""]  and //*[contains(@text, ""北交所"") and @selected=""true""]  ''']}"
cailianshe_3,cailianshe,cailianshe_8.6.2.apk,财联社,com.lanjinger.choiassociatedpress/.main.LaunchActivity,帮我查看财联社最新的月度金股,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""月度金股"") and contains(@resource-id, ""id/navbar_title_text"")] ''']}"
cailianshe_4,cailianshe,cailianshe_8.6.2.apk,财联社,com.lanjinger.choiassociatedpress/.main.LaunchActivity,查看财联社中的环球热门话题榜,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""环球"") and bbox_contains_point(@bounds,$point) ]''']}"
creditcard_0,creditcard,creditcard_6.2.9.apk,邮储信用卡,com.yitong.mbank.psbc.creditcard/.launch.LaunchActivity,在邮储信用卡里查看热门好物榜,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""热门好物"") and bbox_contains_point(@bounds,$point) ]''']}"
creditcard_1,creditcard,creditcard_6.2.9.apk,邮储信用卡,com.yitong.mbank.psbc.creditcard/.launch.LaunchActivity,在邮储信用卡里查一下本地特惠,频道,easy,3,"{""xpath"": ['''//*[contains(@text, ""本地专属"")]  and //*[contains(@text, ""更多城市专属"") ]''']}"
creditcard_2,creditcard,creditcard_6.2.9.apk,邮储信用卡,com.yitong.mbank.psbc.creditcard/.launch.LaunchActivity,查看一下邮储信用卡的出行省活动,搜索,easy,4,"{""xpath"": ['''//*[contains(@resource-id, ""id/iv_tab1"") and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""出行省"") and contains(@resource-id, ""id/tv_unSelected"")  ])] '''  ]}"
creditcard_3,creditcard,creditcard_6.2.9.apk,邮储信用卡,com.yitong.mbank.psbc.creditcard/.launch.LaunchActivity,用邮储信用卡查一下超值兑的全部商品,搜索,easy,4,"{""xpath"": ['''//*[contains(@text, ""全部商品"") and bbox_contains_point(@bounds,$point) and preceding-sibling::*[contains(@resource-id, ""超值兑"")] ]''']}"
creditcard_4,creditcard,creditcard_6.2.9.apk,邮储信用卡,com.yitong.mbank.psbc.creditcard/.launch.LaunchActivity,在邮储信用卡中更换一次主题,设置,medium,4,"{""xpath"": ['''//*[contains(@text, ""主题中心"") and contains(@resource-id, ""id/tv_title"")] and //*[contains(@text, ""使用"") and bbox_contains_point(@bounds,$point) ]''']}###{""xpath"": ['''//*[contains(@text, ""一键换肤"") and contains(@resource-id, ""id/tv_change_skin"") and bbox_contains_point(@bounds,$point) ]''']}"
gszq_0,gszq,gszq_9.09.000.apk,国盛通,com.hundsun.stockwinner.gszq/com.tztzf.app.base.tztZFHeadPageActivity,我想看国盛通中四川长虹的资讯,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""资讯"") and (bbox_contains_point(@bounds,$point) or contains(@resource-id, ""tv_search_title"") ) ]''', '''//*[contains(@resource-id, ""ll_search"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""四川长虹"")])]''']}"
gszq_1,gszq,gszq_9.09.000.apk,国盛通,com.hundsun.stockwinner.gszq/com.tztzf.app.base.tztZFHeadPageActivity,查看我在国盛通中关注的栏目发布的最新资讯,我的,medium,5,"{""xpath"": ['''//*[contains(@text, ""已关注"") and contains(@resource-id, ""attentionButton"")]  and //*[contains(@text, ""栏目详情"")] ''']}###{""xpath"": ['''//*[contains(@text, ""关注更多"")]  and //*[contains(@text, ""我的关注"")] ''']}"
gszq_2,gszq,gszq_9.09.000.apk,国盛通,com.hundsun.stockwinner.gszq/com.tztzf.app.base.tztZFHeadPageActivity,我想看国盛通中的盛头条,频道,easy,3,"{""xpath"": ['''//*[contains(@class, ""view.View"")  and bbox_contains_point(@bounds,$point) and (child::*[contains(@text, ""盛头条"")])]''' ]}"
gszq_3,gszq,gszq_9.09.000.apk,国盛通,com.hundsun.stockwinner.gszq/com.tztzf.app.base.tztZFHeadPageActivity,我想看国盛通中小米集团的行情,搜索,medium,5,"{""xpath"": ['''//*[contains(@text, ""小米集团"") and following-sibling::*[contains(@text, ""开市"") or contains(@text, ""闭市"") ] ] and //*[contains(@resource-id, ""id/tztzf_header_title_view_id"") ]''']}"
gszq_4,gszq,gszq_9.09.000.apk,国盛通,com.hundsun.stockwinner.gszq/com.tztzf.app.base.tztZFHeadPageActivity,在国盛通里看一下大盘指数,频道,easy,4,"{""xpath"": ['''//*[contains(@text, ""大盘指数"")]  and //*[contains(@text, ""名称代码"") and contains(@resource-id, ""id/tztzf_stock_name_tv"") and parent::*[contains(@resource-id, ""id/tztzf_stockinfo_root_view"")] ] and //*[contains(@resource-id, ""id/tztzf_right_canvas"") ]''']}"
